<<<<<<< HEAD
brand_id,brand_name,product_name,product_id,price,category,subcategory,average_rating,amount_sold,total_recommended_count,total_repurchase_no_count,total_repurchase_yes_count,purchase_power,revenue
730,acwell,Real Aqua Balancing Toner,85742,290000,Skincare, Toner,4.75,11,13,0,10,medium,3190000
15654,adara-cosmetics,Noni Glow Conentrate,104991,106500,Skincare, Face Oil,5.0,2,2,0,2,medium,213000
15654,adara-cosmetics,ADARA - Diamond Glycolic All In One Moisturizer,105056,103000,Skincare, Face Gel,5.0,2,2,0,2,medium,206000
15654,adara-cosmetics,Bee Clear Acne Regular,104993,45000,Skincare, Acne Treatment / Sealing gel / Cream,4.95,10,10,0,10,low,450000
15654,adara-cosmetics,ADARA - Diamond Glycolic Serum Instabirght,105055,99000,Skincare, Face Serum,5.0,3,3,0,3,low,297000
15654,adara-cosmetics,Overnight Skinpair Concentrate,104992,99000,Skincare, Face Serum,5.0,2,2,0,2,low,198000
15654,adara-cosmetics,PMS Ceramide Pudding,104998,103000,Skincare, Face Cream & Lotion,4.833333333333333,6,6,0,5,medium,618000
15654,adara-cosmetics,Bee Clear Acne Treatment Extra Formula,104994,52000,Skincare, Acne Treatment / Sealing gel / Cream,4.852272727272727,22,21,1,20,low,1144000
15654,adara-cosmetics,C Bright Serum,104990,107500,Skincare, Face Serum,5.0,3,3,0,3,medium,322500
15654,adara-cosmetics,Bee White Spotless Cream,105007,126500,Skincare, Acne Treatment / Sealing gel / Cream,4.5,4,4,0,3,medium,506000
15654,adara-cosmetics,Bee White Eye Do Care,105000,116000,Skincare, Eye Cream,4.785714285714286,7,7,0,6,medium,812000
15654,adara-cosmetics,Bee White Foam Cleanser,104999,93000,Skincare, Face Wash,4.375,2,2,0,1,low,186000
15654,adara-cosmetics,P.M.S Series Clarifying Toner,104997,74500,Skincare, Toner,5.0,2,2,0,2,low,149000
15654,adara-cosmetics,P.M.S Series Stay Clear Enzyme Wash,104996,61000,Skincare, Face Wash,4.865384615384615,13,13,0,13,low,793000
15654,adara-cosmetics,Bee Clear Acne Concentrate,104995,107500,Skincare, Face Serum,5.0,3,3,0,3,medium,322500
15654,adara-cosmetics,Bee White Yogurt Night Dream,105010,120000,Skincare, Face Cream & Lotion,5.0,1,1,0,0,medium,120000
15654,adara-cosmetics,Bee White Spotless Gel,105006,126500,Skincare, Acne Treatment / Sealing gel / Cream,4.699999999999999,5,5,0,4,medium,632500
584,aeris-beaute,Nudie Blendies - Makeup Sponge,99707,95000,Accessories, Sponge & Applicators,4.694444444444444,15,18,3,14,low,1425000
584,aeris-beaute,Cloud Conceal Puff,102712,65000,Accessories, Sponge & Applicators,4.8,25,30,0,24,low,1625000
584,aeris-beaute,The New Coral Face & Eye Brush Set,75162,379000,Accessories, Brush Set,4.721590909090909,88,86,6,61,medium,33352000
584,aeris-beaute,Mini Blendie Pill,102710,85000,Accessories, Makeup Pouch,4.931818181818182,5,11,0,10,low,425000
584,aeris-beaute,The Onyx 2.0 - Individual Brushes X3-Blush,104048,59000,Accessories, Face Brushes,5.0,1,1,0,1,low,59000
584,aeris-beaute,The Onyx 2.0 - Individual Brushes X4-Foundation,104050,59000,Accessories, Face Brushes,5.0,2,2,0,2,low,118000
584,aeris-beaute,Smart Sonic Facial Cleanser,87216,575000,Accessories, Facial Tools,4.828431372549019,49,50,1,42,high,28175000
584,aeris-beaute,Libre Trimming Scissor,104614,99000,Accessories, Brow Tools,5.0,3,3,0,2,low,297000
584,aeris-beaute,Aeris Beauté Golden Silk Set (12 pcs Face & Eye Brush Set) + Free Gift,94533,615000,Accessories, Face Brushes,4.750000000000001,11,11,0,10,high,6765000
584,aeris-beaute,Mrs. Blendie,34585,95000,Accessories, Sponge & Applicators,4.676900584795321,142,141,3,112,low,13490000
584,aeris-beaute,The Onyx 2.0 - Individual Brushes X9-Eye Blending,104053,45000,Accessories, Face Brushes,5.0,1,1,0,1,low,45000
584,aeris-beaute,Libre Precision Tweezer,104615,79000,Accessories, Brow Tools,4.666666666666667,3,3,1,2,low,237000
584,aeris-beaute,Facial-Firming Rose Quartz Roller,86888,355000,Accessories, Facial Tools,4.875,1,2,0,1,medium,355000
584,aeris-beaute,Rose Quartz Facial Set - Lifting Duo,86887,630000,Accessories, Facial Tools,4.625,1,2,0,2,high,630000
584,aeris-beaute,Duo Color Switcher,92097,65000,Accessories, Brush Cleanser & Tools,4.666666666666667,7,9,0,7,low,455000
584,aeris-beaute,The Coral 2.0 - Individual Brushes CR2-Pressed Powder,104066,75000,Accessories, Face Brushes,5.0,1,1,0,1,low,75000
584,aeris-beaute,Pro Packs (Mr),72439,400000,Accessories, Sponge & Applicators,5.0,1,1,0,1,medium,400000
584,aeris-beaute,Pro Packs (Sister),72441,356000,Accessories, Sponge & Applicators,4.541666666666666,4,5,1,5,medium,1424000
584,aeris-beaute,Instant Brush Cleaner,82692,95000,Accessories, Brush Cleanser & Tools,4.916666666666667,1,3,0,3,low,95000
584,aeris-beaute,Facelift Beauty Roller,91000,475000,Accessories, Facial Tools,4.7142857142857135,6,7,0,4,medium,2850000
584,aeris-beaute,The Coral 2.0 - Individual Brushes CR7-Flat Highlight,104069,50000,Accessories, Face Brushes,5.0,1,1,0,1,low,50000
584,aeris-beaute,The Onyx 2.0 - Individual Brushes X12-Brow Highlight,104060,35000,Accessories, Face Brushes,5.0,1,1,0,1,low,35000
584,aeris-beaute,Gold Facial Spa Set,85150,295000,Accessories, Facial Tools,4.802631578947368,18,19,1,15,medium,5310000
584,aeris-beaute,Rose Quartz Facial Set - Soothing Trio,86886,875000,Accessories, Facial Tools,4.75,2,3,1,2,high,1750000
584,aeris-beaute,The Onyx 2.0 - Individual Brushes X11-Brow,104059,45000,Accessories, Face Brushes,5.0,1,1,0,1,low,45000
584,aeris-beaute,Smart Photon Light Therapy Device,88690,875000,Accessories, Facial Tools,4.806818181818182,21,22,1,14,high,18375000
584,aeris-beaute,Onyx 15 Face & Eye Brush Set,34594,379000,Accessories, Brush Set,4.654999999999999,50,48,4,27,medium,18950000
584,aeris-beaute,Aeris Beauté x Sociolla Smart Sonic Facial Cleanser,95484,575000,Accessories, Facial Tools,4.787878787878788,65,64,8,45,high,37375000
584,aeris-beaute,Sister Blendie,71592,95000,Accessories, Sponge & Applicators,4.713414634146341,39,38,2,34,low,3705000
584,aeris-beaute,Pro Packs (Mrs),72440,356000,Accessories, Sponge & Applicators,5.0,1,3,0,3,medium,356000
584,aeris-beaute,Blendie Bar Watermelon & Pear,70530,67000,Accessories, Brush Cleanser & Tools,4.75,97,99,0,87,low,6499000
584,aeris-beaute,Solo Color Switcher,92095,60000,Accessories, Brush Cleanser & Tools,4.125000000000001,4,4,2,2,low,240000
584,aeris-beaute,Horoscope Blendie Bar,100316,67000,Accessories, Brush Cleanser & Tools,5.0,1,1,0,1,low,67000
15703,alatte,Glazed Lip Tint,106999,79900,Makeup, Lip Tint,4.8,1,1,0,1,low,79900
15542,alchemist-fragrance,01 Powder Room Eau De Parfum,98055,229000,Fragrance, Eau De Parfum,4.409356725146199,54,52,7,35,medium,12366000
15542,alchemist-fragrance,Onirique | Extrait de Parfum,107269,379000,Fragrance, Eau De Parfum,4.461538461538461,13,12,1,9,medium,4927000
15542,alchemist-fragrance,04 Home Garden Eau De Parfum,98059,229000,Fragrance, Eau De Parfum,4.4375,13,14,2,7,medium,2977000
15542,alchemist-fragrance,03 Got My Mojo Back Eau De Parfum,98058,229000,Fragrance, Eau De Parfum,4.568181818181818,41,43,1,25,medium,9389000
15542,alchemist-fragrance,02 Pink Laundry Eau De Parfum,98057,229000,Fragrance, Eau De Parfum,4.421875,61,62,4,41,medium,13969000
15542,alchemist-fragrance,Out West Extrait De Parfum,99920,319000,Fragrance, Eau De Parfum,4.681818181818183,19,22,0,16,medium,6061000
1350,allglows,"Shake Lip Pigment (SLP) - Matte Liquid Lipstick, Serum-Infused",105045,139000,Makeup, Lip Cream,4.657142857142857,14,13,2,10,medium,1946000
1350,allglows,Cheek Pigment,92682,139000,Makeup, Blush,4.7,33,38,1,30,medium,4587000
1350,allglows,Allglows Lid Pigment Shimmer,94319,139000,Makeup, Eyeshadow,5.0,9,13,0,13,medium,1251000
15700,amuse,DEW POWER VEGAN CUSHION,106967,508000,Makeup, Cushion,5.0,1,1,0,1,high,508000
15700,amuse,DEW TINT,106952,299000,Makeup, Lip Tint,5.0,1,1,0,1,medium,299000
15700,amuse,DEW VELVET,106951,299000,Makeup, Lip Tint,5.0,1,1,0,1,medium,299000
2019,anessa,New Brightening Uv Sunscreen Gel,91302,403000,Skincare, Sunscreen,4.49438202247191,89,82,9,61,medium,35867000
2019,anessa,New Perfect Uv Sunscreen Skincare Spray 60gr,91298,302000,Skincare, Sun Care,4.635,49,47,3,35,medium,14798000
2019,anessa,ANESSA Trial Set Brightening Gel,106363,403000,Skincare, Sunscreen,4.75,2,2,0,2,medium,806000
2019,anessa,Perfect UV Sunscreen Mild Milk,86904,494000,Skincare, Sun Care,4.669349778883361,270,258,18,205,medium,133380000
2019,anessa,New Perfect UV Sunscreen Skincare Gel,91297,403000,Skincare, Sun Care,4.669254658385093,160,156,8,128,medium,64480000
2019,anessa,Moisture UV Sunscreen Mild Gel,84228,403000,Skincare, Sunscreen,4.560416666666667,133,111,12,85,medium,53599000
2019,anessa,ANESSA Trial Set Gold Gel,106362,403000,Skincare, Sunscreen,4.958333333333333,6,6,0,6,medium,2418000
2019,anessa,Twinpack Anessa Perfect UV Milk 20ml,87904,402000,Skincare, Sun Care,4.5,1,1,0,0,medium,402000
2019,anessa,All-Day UV Protection Sets,75377,503000,Skincare, Skin Care Set,3.5,1,1,0,1,high,503000
2019,anessa,Day Serum,91300,543000,Skincare, Sunscreen,4.6477272727272725,20,21,3,18,high,10860000
15689,anua,Heartleaf Clear Pad,106751,599000,Skincare, Toner,4.0,1,1,0,0,high,599000
814,argavell,Argan Shampoo,70732,89000,Hair Care, Shampoo,4.576007326007327,270,249,30,193,low,24030000
814,argavell,100% Organic Argan Oil,70731,130000,Hair Care, Hair Oil,4.678260869565217,113,109,7,88,medium,14690000
814,argavell,Superfood Gentle Cleanser,98024,119000,Skincare, Face Wash,4.9,3,5,0,5,medium,357000
2086,ariul,Pack of 6 - 7Days Mask Green Tea+S,90681,132000,Skincare, Sheet Mask,5.0,1,1,0,1,medium,132000
2086,ariul,Set of 7 - Ariul 7Days Mask,86728,154000,Skincare, Sheet Mask,4.9,5,5,0,5,medium,770000
2086,ariul,ARIUL 7days Mask Bamboo + B,86076,22000,Skincare, Sheet Mask,4.778270509977827,451,445,6,393,low,9922000
2086,ariul,ARIUL 7days Mask Lemon + C,86072,22000,Skincare, Sheet Mask,4.770727506565456,770,712,12,609,low,16940000
2086,ariul,My Mood Maker Cute,72686,21500,Skincare, Sheet Mask,4.689792663476874,1957,1822,53,1451,low,42075500
2086,ariul,ARIUL 7days Mask Calendula + P,86077,22000,Skincare, Sheet Mask,4.780042918454936,466,460,9,391,low,10252000
2086,ariul,7Days Mask Duo 2 in 1 Brightening Night Mask,92451,22000,Skincare, Clay Mask,4.803536345776031,509,498,15,428,low,11198000
2086,ariul,7Days Glow Brightening Serum,97877,114000,Skincare, Face Serum,4.763358778625954,262,256,8,208,medium,29868000
2086,ariul,ARIUL 7days Mask Aloe + H,86075,22000,Skincare, Sheet Mask,4.7589108910891085,555,498,7,439,low,12210000
2086,ariul,ARIUL 7days Mask Green Tea + S,86071,22000,Skincare, Sheet Mask,4.7572,625,613,14,535,low,13750000
2086,ariul,Smooth & Pure Cleansing Tissue,63765,29000,Skincare, Cleansing Wipes,4.652536929993578,1557,1494,62,1125,low,45153000
2086,ariul,7Days Advanced Anti-Aging Serum,97880,114000,Skincare, Face Serum,4.766566265060241,166,160,4,130,medium,18924000
2086,ariul,Smooth & Pure Lip & Eye Remover Pads,63766,45000,Skincare, Cleansing Wipes,4.719641401792991,1227,1199,33,984,low,55215000
2086,ariul,Ariul Watermelon Hydro Vital Cream,75347,159000,Skincare, Face Cream & Lotion,4.606032338308458,804,755,72,544,medium,127836000
2086,ariul,Ariul Green Vitamin C Toning Ampoule,101839,199000,Skincare, Face Serum,4.875,12,12,0,11,medium,2388000
2086,ariul,7Days Mask Duo 2 in 1 Acne Care Night Mask,92450,22000,Skincare, Clay Mask,4.802407932011332,353,344,8,307,low,7766000
2086,ariul,7Days Acne Clearing Serum,97879,114000,Skincare, Face Serum,4.804838709677419,155,151,7,122,medium,17670000
2086,ariul,ARIUL 7days Mask Tea Tree + M,86074,22000,Skincare, Sheet Mask,4.7578125,672,659,16,566,low,14784000
2086,ariul,Watermelon Hydro Glow Serum,75346,169000,Skincare, Face Serum,4.648504273504273,468,440,33,321,medium,79092000
2086,ariul,7 DAYS FLORAL MIST (Face Spray),82384,125000,Skincare, Face Mist,4.625,140,127,13,87,medium,17500000
2086,ariul,Smooth & Pure Daily Toning Pad 30 sheet,82382,69900,Skincare, Toner,4.617978686125369,314,305,7,227,low,21948600
2086,ariul,7Days Plus Mask - Lemon,63091,39000,Skincare, Sheet Mask,4.6589068825910935,247,235,14,192,low,9633000
2086,ariul,7Days Plus Mask - Green Tea,63092,39000,Skincare, Sheet Mask,4.695121951219512,164,161,3,131,low,6396000
2086,ariul,Watermelon Hydro Glow Sleeping Mask,75339,179000,Skincare, Sleeping Mask,4.631102362204724,635,606,38,436,medium,113665000
2086,ariul,My Mood Maker Glam,72688,21500,Skincare, Sheet Mask,4.679382889200562,1426,1370,55,1070,low,30659000
2086,ariul,My Mood Maker Chic,72687,21500,Skincare, Sheet Mask,4.674402643619725,1967,1885,77,1478,low,42290500
2086,ariul,Watermelon Hydro Glow Cream Spout,84566,59000,Skincare, Face Cream & Lotion,4.7230215827338125,139,134,6,103,low,8201000
2086,ariul,ARIUL 7days Mask Lotus + N,86073,22000,Skincare, Sheet Mask,4.749415887850467,428,421,5,369,low,9416000
2086,ariul,Watermelon Hydro Vital Sheet Mask,75338,24000,Skincare, Sheet Mask,4.687667560321716,746,730,22,603,low,17904000
2086,ariul,Watermelon Hydro Glow Sleeping Mask Spout,84567,69000,Skincare, Sleeping Mask,4.718518518518518,135,126,7,100,low,9315000
2086,ariul,Tell Me Your Wish Hand Cream,72694,39500,Bath & Body, Hand & Foot Cream,4.586767895878525,461,441,23,309,low,18209500
2086,ariul,Tell Me Your Wish Hand Essence Happy with Box,81547,39000,Bath & Body, Hand & Foot Cream,4.5773809523809526,42,38,4,29,low,1638000
2086,ariul,Watermelon Hydro Glow Gel Mist,75340,159000,Skincare, Face Mist,4.616906474820144,278,258,22,185,medium,44202000
2086,ariul,7Days Plus Mask - Aloe,63093,39000,Skincare, Sheet Mask,4.64240506329114,158,151,6,133,low,6162000
2086,ariul,Tell Me Your Wish Hand Butter,72695,39500,Bath & Body, Body Care,4.637906897319548,1162,1096,59,797,low,45899000
2086,ariul,Tell Me Your Wish Hand Essence,72693,39500,Bath & Body, Body Care,4.618314901820345,1062,1010,66,717,low,41949000
2086,ariul,Smooth & Pure Daily Peeling Pad 30 sheet,82383,69900,Skincare, Toner,4.622906184486373,450,431,15,311,low,31455000
281,artisan-professionnel,Classiques,2135,28000,Makeup, False Eyelashes,4.683768444948922,872,863,36,728,low,24416000
281,artisan-professionnel,L'Absolu,2261,45000,Makeup, False Eyelashes,4.65106248685041,82,94,6,79,low,3690000
281,artisan-professionnel,Voile,2567,50000,Makeup, False Eyelashes,4.540740740740741,48,51,3,46,low,2400000
281,artisan-professionnel,Touche 3D Lashes,25485,50000,Makeup, False Eyelashes,4.672,46,49,1,40,low,2300000
281,artisan-professionnel,Artisan Professionnel Classiques 1170 x January Christy,94322,28000,Makeup, False Eyelashes,4.657142857142857,5,7,0,6,low,140000
281,artisan-professionnel,L'Essentiel,34174,55000,Makeup, False Eyelashes,4.709090909090909,131,140,5,115,low,7205000
281,artisan-professionnel,Petite Artisan,2532,45000,Makeup, False Eyelashes,4.702564102564102,66,77,4,62,low,2970000
281,artisan-professionnel,Touche,35051,50000,Makeup, False Eyelashes,4.823076923076923,48,51,2,49,low,2400000
281,artisan-professionnel,Artisan Professionnel Classique 1626 x Dini Nurdiani,86934,28000,Makeup, False Eyelashes,4.720000000000001,3,5,0,5,low,84000
281,artisan-professionnel,Classiques 1624,82706,28000,Makeup, False Eyelashes,4.739999999999999,8,10,0,10,low,224000
281,artisan-professionnel,Voile New Exclusive Collection,35050,50000,Makeup, False Eyelashes,4.8279069767441865,39,41,3,39,low,1950000
281,artisan-professionnel,OPTIMISTE ROUGE Pro Lip Colour,102840,108000,Makeup, Lip Cream,4.927272727272728,7,11,0,7,medium,756000
281,artisan-professionnel,Delicat 7472,82704,58000,Makeup, False Eyelashes,5.0,3,5,0,5,low,174000
281,artisan-professionnel,Artisan Professionnel - Eyeliner Pro Dessiner - Bonne Nuit,94321,128000,Makeup, Eyeliner,4.683333333333334,11,11,1,7,medium,1408000
281,artisan-professionnel,Voile 5792,74066,50000,Makeup, False Eyelashes,4.927272727272728,9,11,0,10,low,450000
281,artisan-professionnel,Artisan Professionnel Voile 5932 x Sela,86935,50000,Makeup, False Eyelashes,5.0,6,8,0,8,low,300000
281,artisan-professionnel,Artisan Professionnel Voile 5535 x Kirana Fary,94325,50000,Makeup, False Eyelashes,5.0,1,3,0,3,low,50000
281,artisan-professionnel,Delicat 7355,82703,58000,Makeup, False Eyelashes,4.639999999999999,3,5,1,4,low,174000
281,artisan-professionnel,Artisan Professionnel Classiques 1635 x Dewi Tian,94324,28000,Makeup, False Eyelashes,5.0,1,3,0,3,low,28000
281,artisan-professionnel,Artisan Professionnel Voile 5201 x Candra Zhang,94323,50000,Makeup, False Eyelashes,5.0,1,3,0,3,low,50000
281,artisan-professionnel,Voile 5523,74065,50000,Makeup, False Eyelashes,5.0,4,6,0,6,low,200000
281,artisan-professionnel,L'Essentiel Special 246 X 743,34762,99000,Makeup, False Eyelashes,5.0,4,4,0,4,low,396000
1196,aveeno,Soothing and Calming Moisturizing Lotion,70973,230000,Bath & Body, Body Lotion / Body Serum,4.7100760456273765,262,257,6,221,medium,60260000
1196,aveeno,Skin Relief Body Wash,23451,205900,Bath & Body, Body Wash,4.522058823529412,134,132,5,92,medium,27590600
1196,aveeno,Daily Moisturising Body Wash,23449,184900,Bath & Body, Body Wash,4.5918803418803416,116,112,8,89,medium,21448400
1196,aveeno,Soothing and Calming Moisturizing Body Wash,70974,184900,Bath & Body, Body Wash,4.698630136986301,70,72,4,56,medium,12943000
1196,aveeno,Baby Wash and Shampoo,36384,194300,Hair Care, Shampoo,4.818181818181818,9,11,0,10,medium,1748700
1196,aveeno,Daily Moisturizing Energizing Lotion,100014,230000,Bath & Body, Body Lotion / Body Serum,4.83,23,25,0,24,medium,5290000
504,avoskin,YOUR SKIN BAE SERIES Niacinamide 12% + Centella,80851,154300,Skincare, Face Serum,4.55674074074074,3375,3121,298,2329,medium,520762500
504,avoskin,YOUR SKIN BAE SERIES Collagen 10% + Gingseng Root,80850,154300,Skincare, Face Serum,4.625161098443542,1441,1374,70,1060,medium,222346300
504,avoskin,Hydrating Treatment Essence,11257,132100,Skincare, Essence,4.4759570494864604,2142,1933,290,1285,medium,282958200
504,avoskin,Your Skin Bae Toner Vitamin C 2% + Niacinamide 2% + Carrot Extract + Raspberry,84387,176500,Skincare, Toner,4.5928362573099415,339,311,41,234,medium,59833500
504,avoskin,Miraculous Refining Serum,33304,276400,Skincare, Face Serum,4.588900203665988,2455,2341,151,1848,medium,678562000
504,avoskin,YOUR SKIN BAE SERIES Toner Niacinamide 7% + Alpha Arbutin 1% + Kale,80839,165400,Skincare, Toner,4.574376612209803,1163,1079,93,776,medium,192360200
504,avoskin,Natural Sublime Facial Cleanser,79496,132100,Skincare, Face Wash,4.690382452193476,889,861,34,726,medium,117436900
504,avoskin,Advance Action Eye Ampoule,78922,243100,Skincare, Eye Serum,4.436267071320182,1318,1206,110,792,medium,320405800
504,avoskin,Miraculous Retinol Ampoule,71144,287500,Skincare, Anti-Aging,4.646138583638584,3276,3166,105,2649,medium,941850000
504,avoskin,YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice Allantion + Sodium Hyaluronate,102893,109900,Skincare, Face Wash,4.7444444444444445,45,44,2,31,medium,4945500
504,avoskin,YOUR SKIN BAE SERIES Alpha Arbutin 3% + Grapeseed,80847,154300,Skincare, Face Serum,4.634108946608947,2772,2638,159,2096,medium,427719600
504,avoskin,YSB Multi Herbs Hydro Burst Moisturizer,104204,138800,Skincare, Face Gel,4.545454545454546,11,9,3,8,medium,1526800
504,avoskin,YOUR SKIN BAE SERIES Ultimate Hyaluron Marine Collagen 5% + Hyacross 2% + Galactomyces,80842,165400,Skincare, Toner,4.643911439114391,813,775,53,594,medium,134470200
504,avoskin,Miraculous Refining Series Travel Kit,91774,243100,Skincare, Skin Care Set,4.71,25,24,1,16,medium,6077500
504,avoskin,YOUR SKIN BAE SERIES ByeAcne ByeBlackhead Salicylic Acid 2% + Zinc,80844,154300,Skincare, Face Serum,4.562281315605318,1426,1328,123,994,medium,220031800
504,avoskin,Intensive Nourishing Eye Cream Alpha Arbutin + Squalane + Kojic Acid + Retinol + Peptide + Edelweiss Extract,30907,165400,Skincare, Eye Cream,4.163550906346295,1388,1129,275,587,medium,229575200
504,avoskin,YSB Niacinamide + Centella Asiatica Concentrated Serum Mask,89738,38900,Skincare, Sheet Mask,4.738970588235294,68,67,1,55,low,2645200
504,avoskin,YSB Serum Mandelic Acid 5% + Panthenol + Perilla Extract,98927,154300,Skincare, Face Serum,4.645833333333333,12,12,1,11,medium,1851600
